id,area,feature,user_story,expected_behavior,hermes_relevance,status,error_notes
F115,components,Callout `strong` lead-in label,"As an author, I add {""strong"":""Decided:""} to a callout so a bold lead-in label precedes the body text; omitting it renders body-only.","opts.strong renders <strong[style]>…</strong> followed by a space before the inline()-rendered body; when absent, only the body renders. The strong text is esc()'d. [code: src/doc-kit.mjs:987-991; components.md:70-79]",The strong lead-in is the agent's labelled-aside pattern (Decided:/Watch:/Never:) without separate markup.,tested-pass,
F116,components,Cards grid (:::cards + ### subheads),"As an author, I write :::cards with `### subheads` so each subhead becomes a card in a responsive .grid with shadow-as-border depth, a hover lift, and a staggered enter.","renderCards turns each `###` inside the block into a .card within a <div class=""grid"">; first six cards cascade ~70ms apart (docCardIn) under a reduced-motion guard, with --shadow-border depth and a hover lift. [code: src/doc-kit.mjs:853-866; components.md:81-92; tokens.md:63-65]","Cards are the agent's parallel-concept layout (2-6 cards); emitting `###` lines is enough to get the depth, stagger and hover polish for free.",tested-pass,
F117,components,Definition rows (:::rows label :: value),"As an author, I write `label :: value` lines inside :::rows so they render as a hairline .rows/.row definition table.","rows case splits each non-empty line on `::` (splitRow) into a .label cell + value cell, wrapped in <div class=""rows""> of <div class=""row""> entries; values run through inline(). [code: src/doc-kit.mjs:993-1003; components.md:94-103]",Rows are the agent's key/value fact table for compact metadata; the `::` separator is the only syntax required.,tested-pass,
F118,components,Decision table (:::decisions with tone routing),"As an author, I write `label :: [Decided] …` / `[Open] …` / `[Risk] …` (or forced `[green:/amber:/red: …]`) inside :::decisions so each value gets a green/amber/red tone span before the rest of the text.","decisions case runs emphasis() on each value: explicit green:/amber:/red: forces tone; otherwise keyword routing decided|done|recommended|resolved|accepted->green(.status), open|warn|caution|start|pending->amber(.warn), risk|blocker|failed->red, default green. Emits .rows/.row. [code: src/doc-kit.mjs:1005-1015,825-851; components.md:105-117]","Decisions let an agent log a settled-vs-open ledger of forks with automatic, semantically-correct color from a single bracket keyword.",tested-pass,
F119,components,"Question / grill cards, open state (interactive review controls)","As an author/agent, I write :::questions records (id/title/question/recommendation/tag) with no answer so each open card renders live Approve/Disapprove buttons and a comment textarea, feeding a sticky Clear / Copy answers / Submit-to-agent action bar.","renderQuestions emits a .qcard per record carrying data-qcard/data-qid; a card without an answer gets .qactions (Approve/Disapprove buttons with aria-pressed) plus a .qcomment textarea, and open cards feed the sticky action bar via client JS. [code: src/doc-kit.mjs:906-931,219-228; components.md:119-136]","This IS the blocking grill loop: the agent posts open questions, the human approves/comments in-doc, and the answers are submitted back to the agent. The card shape (id/title/question/recommendation/tag/answer) is the canonical How We Work review contract.",tested-pass,
F120,components,"Question cards, resolved-collapse to a low-emphasis details","As an author/agent, when every question in a :::questions block has a recorded `answer`, the whole block collapses into a low-emphasis <details class=""qresolved""> with a ""N questions resolved"" summary so settled forks get out of the way.","When all cards carry an answer, renderQuestions returns <details class=""qresolved""><summary>N question(s) resolved &#10003;</summary><div class=""qstack"">…</div></details>; an answered card renders its recorded answer instead of controls. [code: src/doc-kit.mjs:919-923,944-947; components.md:124-126]","Once the agent records answers, the doc auto-demotes the resolved block, keeping the surface focused on still-open forks (matches Alex's highest-value-at-top discipline).",tested-pass,
F121,components,"Question cards, qasking pulse banner (agent waiting)","As an author/agent, when an agent ask is open the :::questions block shows a pulsing .qasking banner (""The agent is waiting for your answers — review and hit Submit"") so the human knows the loop is blocked on them.","A .qasking banner (data-qasking, hidden by default) is emitted with the block; client JS reveals it and lights the action bar when an ask is open, and updates its text from the live status poll. [code: src/doc-kit.mjs:940,228,439-481; components.md:119-126]",The pulse is the visible signal that an agent has paused on a blocking ask (the hwq gate) and the human's Submit will unblock it.,tested-pass,
F122,components,Progress block (:::progress percent bar + sub-cards),"As an author, I write :::progress {""percent"":62,""note"":""…""} with optional `### sub-cards` so I get an Overall card with a percent .bar and note, followed by a grid of sub-cards.","renderProgressBlock emits an Overall section.card with a percent .bar (width from opts.percent) plus the note, then an optional .grid of `###` sub-cards. PRDs usually render the stage bar instead. [code: src/doc-kit.mjs:963-979; components.md:138-141]",Progress is the agent's explicit percent-complete readout for report/working-doc surfaces; PRDs prefer the stage bar.,tested-pass,
F123,components,Stage bar / stage ring (lifecycle stage indicator),"As an author, I set frontmatter stage (e.g. ""In execution"") so a PRD header and Progress tab render a monochrome segmented stage bar that self-heals from the doc's status; I set stageBar:false to opt out and fall back to a percent.","renderStageBar maps stage/status through config/stages.json (sequence Working doc -> Draft PRD -> Ready for approval -> Approved -> In execution -> Done, plus aliases) to an index, emitting <div class=""stageline""> with a <span class=""stagebar""> of .seg done|current segments and an ""n / total"" step label; it falls back to state.status when stage is absent. stageBar:false opts out. [code: src/doc-kit.mjs:1101-1115,1139; config/stages.json]",The stage bar is Alex's canonical progress-by-lifecycle-stage indicator (not raw percent); an agent advances a doc by setting stage/status and the bar self-heals to the right segment.,tested-pass,
F124,components,Ledger timeline (:::ledger + auto from ledger.jsonl),"As an author, I write :::ledger records (title/when/who/body) so they render as a .timeline of .event entries with diamond markers and tabular timestamps; a PRD's Ledger tab also auto-generates from ledger.jsonl.","renderLedgerRecords emits <div class=""timeline""> of <div class=""event""> (title via inline(), body, and a .small ""when · who"" line); autoLedger parses ledger.jsonl, normalizes ts/event/actor/title fields, skips malformed lines with a warning, and sorts reverse-chron. [code: src/doc-kit.mjs:952-960,1200-1227; components.md:150-159]","An agent appends machine truth to ledger.jsonl and the PRD Ledger tab renders it reverse-chron; :::ledger is the hand-authored equivalent. Malformed lines are skipped (not fatal), so a partial write doesn't break the render.",tested-pass,
F125,components,Resource tree (:::resources with linked rows + child lists),"As an author, I write `label :: link` lines inside :::resources for linked rows, or an unlinked parent label with 2+-space-indented children so the children render as a `·`-joined link list.","renderResources: a row with an href renders the label as an <a>; an unlinked parent followed by indented (>=2 space) children renders the children joined by "" · "" as links; a bare label renders plain text. All in <div class=""rows"">. [code: src/doc-kit.mjs:875-903; components.md:156-159]","Resources give an agent a compact, linked artifact/asset index (theme, tokens, fonts, related docs) with optional grouped child links.",fixed,"The feature spec says 'a bare label renders plain text' — this is correct for 'Label ::' (has :: but empty href and no children), which renders the label text as the value. HOWEVER: a truly bare line with no :: separator at all is SILENTLY SKIPPED (splitRow returns null → continue). When such a bare line (e.g. 'Related Docs') precedes indented children, the children silently attach to the PREVIOUS parent; if that parent has an href, the children are then silently lost in rendering (since renderResources only renders href OR children, not both). A bare label at the start of a block with children causes the first child to become a top-level row and subsequent children to be silently dropped. No error is emitted. The stated behaviors (linked row, unlinked parent with ::, bare label with ::) all work correctly. | FIXED P3"
F126,components,Diagrams via :::html escape hatch (sanitized SVG),"As an author, I write :::html wrapping a <div class=""diagram""><svg>…</svg> using the theme SVG classes (.box / .box-accent / .box-green|amber|red / .svg-title / .svg-text / .svg-small / .arrow [+ .dashed]) so I get a bespoke diagram; scripts and event handlers are stripped.","html case calls sanitizeRawHtml, which neutralizes the escape hatch (doc-comment: ""Neutralize the :::html escape hatch: it is for bespoke SVG diagrams, not scripts."") by stripping scripts and event handlers; theme SVG classes supply the visuals. [code: src/doc-kit.mjs:1027-1028,535; components.md:161-166]","Security-relevant: agent-authored raw HTML is sanitized (no <script>, no on* handlers), so a diagram block cannot inject executable JS into the self-contained doc, while still allowing rich custom SVG.",tested-pass,
F127,components,Tabs (PRD default Progress/Ledger + @tab custom regions),"As an author, I split a PRD body with `@tab Name` markers (the first tab is the body before the first @tab) so each region becomes a crossfading tab; Progress/Ledger auto-generate when not authored, and number keys 1-9 jump tabs.","splitTabs splits the body on `@tab <Name>` into ordered regions. PRD tabs default to [""PRD"",""Progress"",""Ledger""], renamable/reorderable via tabs[]; autoProgress and autoLedger fill Progress/Ledger when there's no matching @tab section; a tabs[] name with neither an @tab section nor an auto-generator is omitted (no empty tab). Tabs crossfade (docPanelIn) and 1-9 keydown switches the active tab. [code: src/doc-kit.mjs:744-767,1333-1360,141-146; components.md:168-174]","Tabs let an agent organize a PRD into PRD/Progress/Ledger plus custom regions; Progress/Ledger come free from state.json/ledger.jsonl, so the agent only authors the narrative tabs.",tested-pass,
F128,components,"Phase rows (:::rows {""variant"":""phase""})","As an author, I add {""variant"":""phase""} to :::rows so each row gets a walnut left-accent border, for migration/roadmap phase lists.","rows case sets the row class to ""row phase"" when opts.variant === ""phase"", adding the walnut left border; otherwise plain ""row"". [code: src/doc-kit.mjs:993-1003; components.md:94-98,176-178]","Phase rows are the agent's roadmap/migration-step variant of the rows table, distinguished by a single opts flag.",tested-pass,
F129,components,Status / warning inline tone spans (.status / .warn),"As an author/parser, decision and emphasis values produce reusable .status (green) and .warn (amber/red) inline spans so tone marks are consistent in prose-tone and decision contexts.","TONE_CLASS maps green->.status and amber|red->.warn; emphasis() emits <span class=""status|warn""[style]>…</span>, with red carrying an explicit color:var(--red) style. Produced by the decision/emphasis parser and reusable in tone contexts. [code: src/doc-kit.mjs:825-851; components.md:180-183]",The .status/.warn spans give an agent a consistent green/amber/red tone vocabulary that matches the decision table without inventing per-doc styling.,tested-pass,
F130,components,Empty state panel (.empty),"As an author, I write :::html with <div class=""empty"">…</div> so I get a dashed, centered, low-emphasis ""nothing here yet"" panel.",".empty is a dashed, centered, low-emphasis panel for ""nothing here yet"", available via the :::html escape hatch per components.md #18 (e.g. <div class=""empty"">No items yet.</div>). [code: components.md:190-193]","The empty-state panel gives an agent a consistent placeholder for sections with no data yet, instead of an awkward blank or fabricated content.",tested-pass,
F131,components,"Open questions render first, resolved demoted (highest-value-at-top)","As an author/agent, open (unanswered) :::questions cards render at the TOP of the questions block and answered/closed ones demote to the bottom, regardless of authoring order, so the human sees what still needs answering first.","renderQuestions partitions records: open (no recorded answer) before resolved, stable within each group.",A Hermes-driven grill surfaces unanswered forks first; resolved ones auto-demote as answers arrive.,fixed,FIXED P3 (OPENQ-TOP): partition open-before-resolved in renderQuestions (~doc-kit.mjs:906).
